Study_Hours,Attendance,Previous_Marks,Coaching_Class,Sleep_Hours,Sports_Activity,Learning_Resources,Internet_Access,Peer_Influence,Parent_Education,Distance_From_School,Gender,Concept_Clarity,Explanation_Quality,Student_Interaction,Lab_Facility,Lab_Timing,Performance
39,91,84,0,7,2,5,1,Medium,School,Far,Male,Excellent,Excellent,High,4,1,Excellent
18,73,59,1,7,2,1,1,Low,Graduate,Medium,Female,Good,Good,High,3,0,Good
5,34,18,0,4,0,3,1,High,Graduate,Medium,Female,Poor,Poor,Low,5,0,Poor
16,72,62,0,6,3,5,0,Medium,School,Medium,Female,Good,Good,High,0,2,Good
12,47,45,0,5,2,5,0,Medium,Graduate,Near,Female,Average,Average,Medium,1,0,Average
8,45,37,0,6,2,1,1,High,Graduate,Medium,Male,Average,Average,Medium,0,0,Average
2,26,1,0,5,0,4,0,Medium,Graduate,Medium,Male,Poor,Poor,Low,5,0,Poor
22,84,64,1,6,3,3,1,Low,Graduate,Near,Male,Good,Good,High,5,2,Good
20,78,72,0,6,3,2,0,High,School,Far,Female,Good,Good,High,5,1,Good
15,74,73,1,6,2,4,1,Medium,Graduate,Medium,Female,Good,Good,High,2,1,Good
37,94,80,1,7,3,4,0,Low,Graduate,Near,Female,Excellent,Excellent,High,5,2,Excellent
17,65,55,0,6,3,2,1,High,Graduate,Medium,Female,Good,Good,High,2,0,Good
25,80,78,0,7,4,4,0,Low,Graduate,Far,Female,Excellent,Excellent,High,3,0,Excellent
15,49,39,0,6,2,3,1,Low,Graduate,Medium,Male,Average,Average,Medium,4,1,Average
12,66,56,0,5,2,4,1,High,Graduate,Far,Male,Average,Average,Medium,5,0,Average
18,66,73,1,7,2,5,1,Low,School,Far,Female,Good,Good,High,0,0,Good
5,30,2,1,5,0,4,1,High,School,Medium,Male,Poor,Poor,Low,2,0,Poor
26,94,78,0,7,3,5,1,Medium,Postgraduate,Near,Female,Excellent,Excellent,High,4,1,Excellent
10,48,58,1,6,1,1,1,High,Postgraduate,Medium,Female,Average,Average,Medium,3,3,Average
10,60,43,0,5,1,4,1,High,Postgraduate,Near,Male,Average,Average,Medium,1,2,Average
6,25,18,0,3,1,2,0,Medium,Postgraduate,Far,Male,Poor,Poor,Low,0,3,Poor
21,70,56,0,6,2,4,1,Medium,School,Far,Female,Good,Good,High,3,0,Good
13,60,50,1,5,1,4,0,Medium,Graduate,Near,Male,Average,Average,Medium,0,1,Average
35,91,90,0,7,3,4,1,Medium,Graduate,Far,Female,Excellent,Excellent,High,0,1,Excellent
4,37,20,0,5,1,5,0,High,Graduate,Far,Female,Poor,Poor,Low,4,3,Poor
8,59,37,1,6,2,3,1,Medium,Graduate,Near,Male,Average,Average,Medium,0,0,Average
3,40,10,0,4,1,2,1,Medium,Postgraduate,Near,Female,Poor,Poor,Low,4,3,Poor
3,27,11,1,3,0,1,1,Low,Postgraduate,Near,Female,Poor,Poor,Low,1,1,Poor
20,76,57,1,6,2,2,0,Low,Postgraduate,Near,Female,Good,Good,High,2,0,Good
16,76,64,0,7,3,1,0,High,School,Medium,Female,Good,Good,High,5,1,Good
16,79,75,1,6,2,3,0,Medium,Postgraduate,Far,Female,Good,Good,High,3,3,Good
31,90,89,1,8,4,4,1,Medium,School,Far,Male,Excellent,Excellent,High,4,1,Excellent
25,80,92,1,7,2,1,1,Medium,Postgraduate,Medium,Female,Excellent,Excellent,High,1,0,Excellent
13,62,55,0,6,2,4,0,Medium,Graduate,Medium,Male,Average,Average,Medium,5,0,Average
30,99,79,1,7,4,4,1,High,School,Far,Female,Excellent,Excellent,High,2,0,Excellent
21,68,67,0,6,2,4,1,Medium,Graduate,Near,Male,Good,Good,High,1,1,Good
27,85,90,1,7,3,1,0,Low,Postgraduate,Far,Female,Excellent,Excellent,High,0,1,Excellent
14,67,48,1,6,2,1,0,Low,Graduate,Medium,Male,Average,Average,Medium,1,3,Average
10,51,36,0,6,1,2,1,Low,Postgraduate,Near,Male,Average,Average,Medium,1,1,Average
9,56,57,0,5,1,2,0,Medium,School,Near,Male,Average,Average,Medium,5,3,Average
14,68,57,1,6,1,3,0,High,School,Far,Male,Average,Average,Medium,5,2,Average
31,90,75,0,8,3,2,1,Medium,School,Medium,Male,Excellent,Excellent,High,1,2,Excellent
24,66,63,0,6,3,2,1,Low,Postgraduate,Far,Male,Good,Good,High,3,1,Good
25,96,76,0,7,2,4,0,Low,School,Near,Female,Excellent,Excellent,High,4,1,Excellent
9,59,59,0,5,1,1,1,Low,School,Near,Female,Average,Average,Medium,5,2,Average
14,50,39,0,5,2,3,1,Medium,Graduate,Near,Male,Average,Average,Medium,0,3,Average
13,56,40,1,5,2,4,0,Medium,Postgraduate,Near,Male,Average,Average,Medium,0,2,Average
16,69,66,0,6,2,2,1,Medium,Postgraduate,Far,Female,Good,Good,High,4,0,Good
29,88,75,1,7,2,4,0,High,School,Medium,Male,Excellent,Excellent,High,0,0,Excellent
24,82,86,0,8,2,4,1,Medium,Graduate,Medium,Male,Excellent,Excellent,High,0,3,Excellent
26,96,97,1,7,3,2,1,High,Graduate,Medium,Female,Excellent,Excellent,High,1,2,Excellent
2,25,8,0,3,1,4,1,High,Graduate,Near,Female,Poor,Poor,Low,0,2,Poor
24,72,69,0,7,2,3,1,Low,Postgraduate,Medium,Male,Good,Good,High,5,0,Good
24,77,69,0,7,3,4,1,Low,Graduate,Medium,Female,Good,Good,High,3,0,Good
19,73,63,0,6,2,4,0,Low,School,Medium,Male,Good,Good,High,1,0,Good
25,84,89,1,8,4,4,0,High,School,Far,Male,Excellent,Excellent,High,4,0,Excellent
2,48,21,1,3,0,3,1,Low,Graduate,Medium,Female,Poor,Poor,Low,0,0,Poor
8,63,48,0,6,1,3,1,Medium,Postgraduate,Far,Female,Average,Average,Medium,3,2,Average
11,56,51,1,6,1,1,0,Low,Postgraduate,Near,Male,Average,Average,Medium,2,3,Average
19,75,68,0,6,2,2,0,Medium,Postgraduate,Near,Male,Good,Good,High,0,3,Good
2,49,3,0,4,1,5,0,High,School,Far,Female,Poor,Poor,Low,1,0,Poor
26,94,98,1,7,4,2,1,High,Graduate,Near,Male,Excellent,Excellent,High,2,2,Excellent
19,67,78,0,7,3,2,1,Medium,School,Medium,Female,Good,Good,High,4,0,Good
14,56,38,0,6,2,2,0,Medium,School,Near,Male,Average,Average,Medium,0,3,Average
19,67,56,0,6,3,5,0,High,Postgraduate,Near,Male,Good,Good,High,5,3,Good
23,71,66,0,6,2,2,0,Low,Graduate,Medium,Male,Good,Good,High,3,1,Good
3,28,6,1,5,1,4,1,High,Graduate,Far,Male,Poor,Poor,Low,5,3,Poor
30,85,87,0,8,3,1,1,High,Graduate,Near,Male,Excellent,Excellent,High,2,1,Excellent
36,90,82,0,8,3,1,1,Medium,Postgraduate,Near,Male,Excellent,Excellent,High,5,2,Excellent
16,79,70,0,7,2,3,1,Low,School,Medium,Male,Good,Good,High,2,3,Good
17,69,71,1,7,3,5,1,Medium,School,Medium,Female,Good,Good,High,1,3,Good
27,98,83,1,7,3,3,1,Low,Graduate,Near,Male,Excellent,Excellent,High,3,0,Excellent
19,72,71,1,6,3,2,0,Medium,School,Far,Female,Good,Good,High,5,2,Good
15,69,74,0,6,3,4,1,Medium,Postgraduate,Far,Male,Good,Good,High,3,2,Good
37,80,88,1,7,2,5,0,Low,School,Far,Male,Excellent,Excellent,High,1,1,Excellent
35,93,77,0,7,3,2,0,High,School,Far,Female,Excellent,Excellent,High,4,3,Excellent
4,25,23,1,5,0,4,0,High,School,Far,Female,Poor,Poor,Low,0,2,Poor
20,81,68,1,6,2,4,1,High,Graduate,Medium,Male,Good,Good,High,3,0,Good
8,68,57,1,6,1,1,0,Low,School,Far,Female,Average,Average,Medium,1,2,Average
19,82,60,1,7,3,3,0,High,Graduate,Medium,Female,Good,Good,High,4,0,Good
4,33,18,1,3,0,5,0,High,Postgraduate,Near,Female,Poor,Poor,Low,0,3,Poor
5,41,3,1,3,1,3,1,High,Graduate,Far,Male,Poor,Poor,Low,1,2,Poor
11,65,59,1,5,2,1,1,Medium,Postgraduate,Medium,Female,Average,Average,Medium,0,0,Average
26,87,95,1,8,4,2,1,Low,Graduate,Near,Male,Excellent,Excellent,High,5,3,Excellent
22,76,74,1,7,3,4,1,Low,Postgraduate,Near,Female,Good,Good,High,5,2,Good
28,94,86,1,8,3,4,0,High,Postgraduate,Near,Male,Excellent,Excellent,High,5,3,Excellent
3,35,1,0,5,0,3,0,Medium,Postgraduate,Medium,Male,Poor,Poor,Low,2,0,Poor
24,85,97,0,7,3,4,0,High,Graduate,Near,Female,Excellent,Excellent,High,2,1,Excellent
3,27,0,0,5,1,1,0,Low,Postgraduate,Far,Male,Poor,Poor,Low,4,0,Poor
26,86,77,0,8,2,3,0,High,Postgraduate,Medium,Female,Excellent,Excellent,High,0,3,Excellent
19,75,66,1,6,2,2,1,Low,Postgraduate,Near,Female,Good,Good,High,5,1,Good
18,70,77,0,7,2,2,0,Medium,School,Far,Male,Good,Good,High,3,2,Good
20,68,64,1,7,3,5,0,Low,Postgraduate,Far,Male,Good,Good,High,0,2,Good
22,76,70,1,7,2,5,1,High,Postgraduate,Medium,Male,Good,Good,High,2,3,Good
16,74,58,0,7,3,1,1,High,Postgraduate,Far,Female,Good,Good,High,4,3,Good
19,67,72,0,6,2,5,0,Medium,Graduate,Near,Male,Good,Good,High,5,2,Good
18,81,77,0,6,2,1,0,Medium,Postgraduate,Medium,Male,Good,Good,High,4,2,Good
6,26,18,1,5,1,1,0,High,Graduate,Near,Male,Poor,Poor,Low,2,2,Poor
4,21,11,1,4,1,1,1,Low,Postgraduate,Far,Female,Poor,Poor,Low,1,3,Poor
13,50,46,0,6,2,2,1,High,Graduate,Near,Female,Average,Average,Medium,5,3,Average
10,58,49,0,5,1,4,0,Medium,School,Near,Female,Average,Average,Medium,1,1,Average
1,28,7,0,5,0,3,1,Medium,Postgraduate,Far,Male,Poor,Poor,Low,5,2,Poor
3,45,6,1,3,0,2,0,Low,School,Medium,Male,Poor,Poor,Low,3,3,Poor
13,58,43,1,5,2,1,0,Medium,Graduate,Far,Female,Average,Average,Medium,4,2,Average
5,49,0,1,5,1,3,0,Low,Postgraduate,Far,Female,Poor,Poor,Low,0,0,Poor
22,83,74,0,7,2,4,1,High,Graduate,Medium,Male,Good,Good,High,1,2,Good
6,44,28,1,4,1,5,0,Medium,Graduate,Near,Female,Poor,Poor,Low,4,2,Poor
7,20,1,1,5,0,3,0,High,School,Far,Female,Poor,Poor,Low,3,1,Poor
21,66,78,1,6,3,3,0,Low,School,Far,Male,Good,Good,High,0,2,Good
21,72,69,0,6,2,3,1,High,Graduate,Medium,Male,Good,Good,High,2,2,Good
6,35,10,0,5,0,3,1,Medium,Graduate,Near,Male,Poor,Poor,Low,0,0,Poor
34,87,83,0,8,3,3,1,Medium,School,Far,Female,Excellent,Excellent,High,1,3,Excellent
16,69,60,0,6,2,3,0,Medium,School,Near,Female,Good,Good,High,3,0,Good
6,29,17,1,4,0,2,0,High,Postgraduate,Far,Female,Poor,Poor,Low,5,1,Poor
30,82,83,1,7,4,2,1,Low,Graduate,Far,Female,Excellent,Excellent,High,1,2,Excellent
15,67,46,1,6,1,2,0,Low,Graduate,Medium,Male,Average,Average,Medium,2,0,Average
22,77,71,0,6,3,1,1,Low,School,Near,Male,Good,Good,High,0,2,Good
33,96,86,0,8,4,1,1,Medium,Postgraduate,Far,Male,Excellent,Excellent,High,0,3,Excellent
27,97,97,0,8,3,4,1,Low,School,Near,Male,Excellent,Excellent,High,4,1,Excellent
19,77,76,0,6,2,1,1,High,Graduate,Far,Male,Good,Good,High,3,1,Good
9,67,46,1,6,2,5,0,High,Postgraduate,Near,Male,Average,Average,Medium,2,2,Average
29,98,92,0,7,2,2,1,High,Postgraduate,Medium,Male,Excellent,Excellent,High,0,3,Excellent
18,65,73,0,6,2,5,0,Medium,Postgraduate,Far,Female,Good,Good,High,5,0,Good
10,65,37,0,5,2,2,1,Low,School,Near,Male,Average,Average,Medium,0,2,Average
28,81,82,1,8,3,5,1,Low,Graduate,Near,Male,Excellent,Excellent,High,1,1,Excellent
28,98,91,0,7,2,2,0,Low,Postgraduate,Far,Female,Excellent,Excellent,High,2,2,Excellent
36,95,85,1,8,4,5,1,Low,School,Far,Male,Excellent,Excellent,High,1,3,Excellent
24,71,56,0,7,2,4,1,Medium,Postgraduate,Near,Female,Good,Good,High,3,1,Good
3,39,36,0,3,0,1,0,High,Graduate,Far,Female,Poor,Poor,Low,5,0,Poor
16,73,66,0,7,3,5,0,High,Postgraduate,Near,Female,Good,Good,High,2,1,Good
1,38,9,0,5,0,5,1,Low,Postgraduate,Medium,Male,Poor,Poor,Low,4,1,Poor
19,74,59,1,6,2,1,0,Medium,Postgraduate,Far,Male,Good,Good,High,2,3,Good
21,68,74,1,6,3,5,1,Medium,School,Medium,Female,Good,Good,High,2,0,Good
4,40,23,1,3,1,1,0,High,Graduate,Near,Male,Poor,Poor,Low,3,1,Poor
7,38,19,1,4,1,3,0,Medium,Postgraduate,Far,Male,Poor,Poor,Low,4,2,Poor
24,67,69,0,6,2,2,0,High,Graduate,Medium,Male,Good,Good,High,3,0,Good
10,47,52,1,5,1,2,0,Low,School,Far,Female,Average,Average,Medium,5,0,Average
14,55,46,0,6,1,3,1,Low,School,Near,Female,Average,Average,Medium,3,2,Average
23,73,75,0,6,3,4,0,High,Postgraduate,Near,Female,Good,Good,High,1,2,Good
15,71,69,1,6,2,5,0,Medium,Graduate,Near,Female,Good,Good,High,3,2,Good
4,23,26,0,3,0,5,0,High,Postgraduate,Near,Female,Poor,Poor,Low,3,1,Poor
34,90,99,0,8,2,1,0,Low,Postgraduate,Medium,Female,Excellent,Excellent,High,5,2,Excellent
4,27,3,1,4,0,4,1,Medium,School,Near,Female,Poor,Poor,Low,3,2,Poor
6,45,32,1,5,0,2,1,Medium,Postgraduate,Medium,Female,Poor,Poor,Low,3,3,Poor
19,66,66,1,6,2,5,1,Low,Graduate,Near,Male,Good,Good,High,2,2,Good
4,43,28,1,4,0,5,1,Low,School,Near,Male,Poor,Poor,Low,5,0,Poor
17,79,55,1,7,3,2,1,Medium,Postgraduate,Medium,Male,Good,Good,High,0,0,Good
4,39,29,1,4,1,2,1,High,Graduate,Far,Female,Poor,Poor,Low,4,3,Poor
10,54,59,0,5,1,1,1,High,Postgraduate,Medium,Female,Average,Average,Medium,2,2,Average
32,81,95,0,8,2,3,1,High,Graduate,Far,Female,Excellent,Excellent,High,5,2,Excellent
27,98,94,0,7,4,3,1,Low,Postgraduate,Near,Female,Excellent,Excellent,High,2,0,Excellent
33,84,92,1,8,2,5,1,Low,Graduate,Medium,Male,Excellent,Excellent,High,1,0,Excellent
19,82,61,1,6,2,2,1,High,School,Medium,Male,Good,Good,High,2,1,Good
5,32,17,1,4,1,2,1,High,Postgraduate,Far,Male,Poor,Poor,Low,4,1,Poor
4,35,15,0,4,1,2,0,Medium,School,Near,Female,Poor,Poor,Low,0,1,Poor
38,89,85,0,8,4,4,1,Low,Postgraduate,Near,Female,Excellent,Excellent,High,2,2,Excellent
1,22,10,1,3,1,5,1,Medium,Graduate,Medium,Female,Poor,Poor,Low,4,3,Poor
30,95,92,1,8,3,4,0,Low,Postgraduate,Near,Female,Excellent,Excellent,High,2,0,Excellent
7,40,17,0,3,1,3,0,Low,Graduate,Near,Male,Poor,Poor,Low,1,0,Poor
12,48,58,1,5,2,1,0,High,School,Near,Male,Average,Average,Medium,4,0,Average
25,85,98,0,8,3,4,0,Low,School,Medium,Female,Excellent,Excellent,High,1,0,Excellent
14,52,39,1,5,1,5,1,Low,School,Far,Male,Average,Average,Medium,3,2,Average
2,22,20,0,3,0,1,0,High,Postgraduate,Near,Male,Poor,Poor,Low,2,2,Poor
6,46,11,1,3,1,3,1,High,School,Far,Male,Poor,Poor,Low,2,0,Poor
8,47,41,0,6,1,4,1,High,Postgraduate,Far,Female,Average,Average,Medium,3,3,Average
14,53,54,0,5,1,4,0,Low,Graduate,Near,Male,Average,Average,Medium,3,2,Average
23,66,65,0,6,2,4,0,High,School,Near,Male,Good,Good,High,2,0,Good
12,59,51,0,5,1,4,0,Medium,Postgraduate,Far,Male,Average,Average,Medium,0,2,Average
1,30,3,0,3,0,3,0,Low,Graduate,Far,Female,Poor,Poor,Low,5,1,Poor
17,77,72,0,6,2,3,0,Low,Postgraduate,Near,Male,Good,Good,High,4,1,Good
15,71,79,1,7,2,3,0,High,Graduate,Medium,Female,Good,Good,High,1,2,Good
16,65,79,0,6,2,4,1,High,Graduate,Medium,Female,Good,Good,High,2,2,Good
24,84,74,0,6,3,5,0,Medium,School,Near,Male,Good,Good,High,3,0,Good
2,43,18,1,3,0,2,0,Medium,Graduate,Near,Female,Poor,Poor,Low,4,2,Poor
10,49,49,0,6,2,2,1,High,Postgraduate,Medium,Male,Average,Average,Medium,2,2,Average
7,20,17,1,5,1,3,0,High,School,Near,Female,Poor,Poor,Low,4,0,Poor
37,89,83,0,7,4,3,1,Low,Graduate,Far,Female,Excellent,Excellent,High,5,3,Excellent
37,91,92,0,8,4,5,0,High,School,Far,Male,Excellent,Excellent,High,2,2,Excellent
24,96,86,1,7,3,5,1,Medium,Graduate,Near,Male,Excellent,Excellent,High,5,0,Excellent
10,45,36,0,6,2,2,0,High,School,Far,Male,Average,Average,Medium,2,1,Average
37,87,83,1,7,3,2,1,High,School,Medium,Female,Excellent,Excellent,High,0,0,Excellent
30,84,98,0,8,2,3,0,Medium,Graduate,Far,Female,Excellent,Excellent,High,5,1,Excellent
24,68,71,0,6,2,2,1,High,Graduate,Medium,Male,Good,Good,High,1,0,Good
10,57,48,0,6,1,3,1,Medium,Graduate,Far,Female,Average,Average,Medium,1,1,Average
3,33,9,1,3,0,2,1,Medium,Postgraduate,Medium,Male,Poor,Poor,Low,3,1,Poor
35,80,84,0,7,3,1,1,High,School,Medium,Female,Excellent,Excellent,High,1,1,Excellent
5,44,8,0,3,1,2,1,Medium,Postgraduate,Far,Female,Poor,Poor,Low,3,3,Poor
14,58,58,1,5,1,1,1,High,Postgraduate,Medium,Female,Average,Average,Medium,1,1,Average
2,28,28,1,3,0,1,0,Medium,Graduate,Far,Female,Poor,Poor,Low,1,0,Poor
31,88,76,1,7,4,1,0,High,School,Medium,Female,Excellent,Excellent,High,4,2,Excellent
19,69,61,1,7,2,3,1,Low,School,Far,Male,Good,Good,High,2,2,Good
3,48,17,1,5,0,2,1,High,Graduate,Near,Male,Poor,Poor,Low,0,1,Poor
37,84,85,0,8,4,3,0,Low,Postgraduate,Near,Female,Excellent,Excellent,High,5,3,Excellent
34,84,90,1,8,4,1,0,Medium,School,Medium,Female,Excellent,Excellent,High,1,3,Excellent
4,38,21,1,4,1,5,1,Medium,Postgraduate,Near,Female,Poor,Poor,Low,5,2,Poor
5,37,17,0,4,0,3,1,High,School,Far,Male,Poor,Poor,Low,4,1,Poor
17,65,57,0,7,3,5,0,Medium,School,Near,Male,Good,Good,High,1,2,Good
6,32,0,1,5,0,1,1,High,Postgraduate,Medium,Male,Poor,Poor,Low,3,3,Poor
39,83,76,1,8,4,5,1,Low,Graduate,Far,Female,Excellent,Excellent,High,1,0,Excellent
12,66,49,1,5,1,1,0,Low,School,Medium,Male,Average,Average,Medium,2,3,Average
11,60,38,1,5,2,5,0,High,School,Medium,Male,Average,Average,Medium,5,1,Average
17,71,64,0,7,2,3,1,Low,School,Medium,Male,Good,Good,High,4,0,Good
15,69,79,0,7,3,1,0,High,Graduate,Far,Male,Good,Good,High,2,2,Good
18,76,67,0,6,2,5,1,Medium,Graduate,Near,Male,Good,Good,High,5,0,Good
33,80,79,1,7,3,3,0,Medium,Postgraduate,Near,Female,Excellent,Excellent,High,2,0,Excellent
23,69,78,1,6,3,4,0,Medium,Postgraduate,Far,Male,Good,Good,High,0,2,Good
22,84,58,0,7,2,5,1,High,Graduate,Medium,Female,Good,Good,High,3,2,Good
3,45,36,1,5,1,2,1,High,Postgraduate,Medium,Male,Poor,Poor,Low,3,1,Poor
3,25,10,1,3,1,4,0,Medium,School,Near,Female,Poor,Poor,Low,3,0,Poor
23,74,56,0,6,2,5,0,Medium,School,Medium,Female,Good,Good,High,0,1,Good
5,45,14,1,4,0,2,1,Low,Postgraduate,Medium,Male,Poor,Poor,Low,3,1,Poor
12,68,48,1,6,1,5,1,High,Graduate,Medium,Female,Average,Average,Medium,5,1,Average
17,67,60,0,6,2,5,0,High,Graduate,Medium,Male,Good,Good,High,1,0,Good
16,71,70,1,6,3,2,1,High,Postgraduate,Near,Male,Good,Good,High,2,0,Good
22,77,66,1,7,2,3,0,High,School,Far,Male,Good,Good,High,1,0,Good
31,83,84,1,7,3,1,1,Low,Postgraduate,Far,Female,Excellent,Excellent,High,4,2,Excellent
14,61,35,1,6,2,5,0,Medium,Graduate,Near,Male,Average,Average,Medium,5,0,Average
17,76,65,1,6,3,1,0,Low,Graduate,Medium,Male,Good,Good,High,1,1,Good
18,80,58,1,6,3,4,1,High,Postgraduate,Far,Male,Good,Good,High,3,0,Good
30,93,83,0,8,3,2,0,Low,Postgraduate,Medium,Female,Excellent,Excellent,High,1,1,Excellent
23,72,61,0,6,3,3,0,Medium,Postgraduate,Medium,Female,Good,Good,High,5,3,Good
30,97,93,0,8,4,3,1,Medium,Postgraduate,Near,Female,Excellent,Excellent,High,4,0,Excellent
14,65,48,0,6,1,5,0,Medium,Graduate,Near,Female,Average,Average,Medium,4,2,Average
27,99,94,0,8,4,1,1,Medium,Postgraduate,Far,Male,Excellent,Excellent,High,2,2,Excellent
19,84,62,0,7,3,3,0,Medium,School,Medium,Male,Good,Good,High,5,2,Good
33,88,79,0,7,3,4,1,High,Postgraduate,Medium,Female,Excellent,Excellent,High,5,0,Excellent
7,33,10,0,4,1,1,0,High,School,Medium,Male,Poor,Poor,Low,4,0,Poor
20,81,78,1,7,3,2,0,Medium,Postgraduate,Medium,Female,Good,Good,High,0,3,Good
35,81,92,0,8,4,2,0,Medium,School,Near,Female,Excellent,Excellent,High,4,0,Excellent
17,69,73,1,7,3,5,1,Medium,Postgraduate,Medium,Male,Good,Good,High,2,2,Good
19,67,78,1,7,2,1,0,Medium,School,Far,Female,Good,Good,High,3,0,Good
24,78,73,0,6,2,1,1,Low,Graduate,Medium,Male,Good,Good,High,5,0,Good
4,21,18,0,3,0,4,1,Medium,Postgraduate,Medium,Female,Poor,Poor,Low,0,3,Poor
2,45,20,1,4,1,3,0,High,Postgraduate,Near,Female,Poor,Poor,Low,0,1,Poor
17,81,65,1,6,3,4,0,Low,School,Near,Female,Good,Good,High,3,2,Good
38,97,84,0,7,4,5,1,Medium,Graduate,Far,Female,Excellent,Excellent,High,0,2,Excellent
2,45,2,0,3,1,5,1,Medium,School,Near,Female,Poor,Poor,Low,3,3,Poor
4,38,17,1,5,1,3,1,Medium,Graduate,Far,Male,Poor,Poor,Low,4,0,Poor
4,25,3,1,5,1,3,0,High,Graduate,Near,Female,Poor,Poor,Low,4,2,Poor
31,84,89,0,7,3,4,1,Medium,School,Far,Male,Excellent,Excellent,High,1,0,Excellent
15,65,48,1,5,1,1,0,Low,Graduate,Near,Male,Average,Average,Medium,2,3,Average
39,93,95,0,8,3,1,0,High,Graduate,Far,Male,Excellent,Excellent,High,1,1,Excellent
1,37,6,1,3,1,5,0,Medium,Graduate,Near,Female,Poor,Poor,Low,3,1,Poor
27,84,82,0,7,4,3,1,High,Postgraduate,Medium,Female,Excellent,Excellent,High,5,0,Excellent
1,39,12,1,3,0,5,1,Low,Graduate,Far,Female,Poor,Poor,Low,0,0,Poor
31,97,82,0,7,3,3,0,High,School,Medium,Female,Excellent,Excellent,High,2,0,Excellent
24,81,58,1,7,2,5,1,Medium,School,Near,Male,Good,Good,High,5,2,Good
1,42,22,1,4,1,1,1,High,School,Medium,Male,Poor,Poor,Low,2,1,Poor
8,46,41,1,6,1,1,1,Low,Postgraduate,Near,Female,Average,Average,Medium,1,0,Average
22,73,60,1,7,3,3,0,High,Graduate,Far,Male,Good,Good,High,0,0,Good
19,82,68,0,6,2,4,1,Low,School,Far,Male,Good,Good,High,0,1,Good
6,45,27,1,3,1,4,1,High,School,Far,Female,Poor,Poor,Low,1,1,Poor
11,58,43,0,5,1,4,1,Low,School,Medium,Female,Average,Average,Medium,0,0,Average
13,55,45,1,5,1,5,1,Low,School,Near,Male,Average,Average,Medium,3,3,Average
36,97,85,1,8,2,1,1,Medium,Graduate,Near,Male,Excellent,Excellent,High,5,3,Excellent
30,90,90,1,7,4,3,1,High,Postgraduate,Far,Female,Excellent,Excellent,High,1,0,Excellent
12,49,45,1,5,2,4,1,Low,Graduate,Near,Male,Average,Average,Medium,3,2,Average
34,80,92,1,7,4,1,1,Low,School,Near,Female,Excellent,Excellent,High,0,3,Excellent
19,68,56,0,6,2,3,1,Medium,School,Near,Female,Good,Good,High,5,1,Good
14,51,48,1,6,1,2,1,Low,School,Far,Female,Average,Average,Medium,5,2,Average
22,68,77,0,6,2,2,1,Low,Graduate,Far,Female,Good,Good,High,0,1,Good
39,99,84,1,8,4,3,0,Low,Postgraduate,Medium,Female,Excellent,Excellent,High,3,2,Excellent
3,41,28,1,4,0,4,1,Low,Graduate,Medium,Female,Poor,Poor,Low,3,1,Poor
11,65,50,0,6,1,3,1,Medium,Postgraduate,Near,Female,Average,Average,Medium,1,3,Average
35,89,83,0,8,3,3,0,Low,School,Near,Male,Excellent,Excellent,High,3,1,Excellent
24,65,73,0,6,3,2,0,Medium,School,Near,Female,Good,Good,High,5,2,Good
31,81,75,0,7,2,1,0,Medium,Postgraduate,Far,Male,Excellent,Excellent,High,5,2,Excellent
23,80,78,1,6,2,4,1,Medium,School,Near,Male,Good,Good,High,1,2,Good
13,65,46,0,6,1,3,1,Medium,School,Far,Female,Average,Average,Medium,0,3,Average
1,24,26,0,5,0,2,0,Low,School,Medium,Male,Poor,Poor,Low,2,1,Poor
29,81,76,0,7,3,2,0,Low,School,Near,Female,Excellent,Excellent,High,4,0,Excellent
23,72,69,1,6,3,4,1,Medium,Graduate,Far,Female,Good,Good,High,0,3,Good
18,81,78,1,7,3,2,0,Medium,Graduate,Far,Male,Good,Good,High,3,0,Good
17,66,63,1,6,3,1,0,High,Graduate,Medium,Male,Good,Good,High,1,0,Good
17,78,79,0,7,3,1,1,High,Graduate,Near,Female,Good,Good,High,5,0,Good
22,75,60,0,7,2,2,1,Medium,Postgraduate,Far,Female,Good,Good,High,5,3,Good
39,90,92,1,7,4,5,0,Low,School,Far,Male,Excellent,Excellent,High,3,1,Excellent
5,24,33,0,3,1,4,1,High,Graduate,Medium,Female,Poor,Poor,Low,1,3,Poor
24,84,64,1,7,2,1,0,High,School,Far,Male,Good,Good,High,2,1,Good
21,70,72,0,6,2,5,0,High,School,Near,Female,Good,Good,High,4,0,Good
29,87,98,1,8,4,5,0,High,Postgraduate,Near,Male,Excellent,Excellent,High,2,1,Excellent
13,57,39,1,5,2,4,1,Medium,Postgraduate,Far,Male,Average,Average,Medium,5,0,Average
15,65,64,0,6,3,1,1,Low,Postgraduate,Far,Female,Good,Good,High,4,0,Good
18,81,56,0,7,3,3,1,High,School,Near,Female,Good,Good,High,0,0,Good
9,57,56,0,5,1,4,1,Medium,Graduate,Near,Female,Average,Average,Medium,3,3,Average
27,95,85,0,8,4,3,0,Medium,School,Far,Male,Excellent,Excellent,High,1,0,Excellent
36,88,76,0,7,4,2,1,Medium,School,Near,Male,Excellent,Excellent,High,3,3,Excellent
34,89,92,1,8,3,5,0,Medium,School,Medium,Female,Excellent,Excellent,High,3,0,Excellent
5,22,30,0,4,0,3,0,High,School,Near,Male,Poor,Poor,Low,4,2,Poor
30,82,95,0,8,2,1,1,Medium,Graduate,Near,Male,Excellent,Excellent,High,3,0,Excellent
